소분류,세부분류,업체명,주소,전화번호,사업자등록일,업데이트일,정제주소
일반음식점,호프/통닭,순돌이네통닭집,"인천광역시 계양구 도두리로 70, 도두리마을대동아파트 상가동 111호 (작전동) ", ,2025-05-26,2025-05-28 04:11:26,인천광역시 계양구 도두리로 70 도두리마을대동아파트 상가동 111호 (작전동)
일반음식점,한식,규밥,"인천광역시 부평구 장제로 45, 부평 현대 더로프트 121호 (부평동) ", ,2025-05-26,2025-05-28 04:11:02,인천광역시 부평구 장제로 45 부평 현대 더로프트 121호 (부평동)
일반음식점,한식,바닷가식당,"인천광역시 중구 반달로5번길 3, 1층 (북성동1가) ", ,2025-05-26,2025-05-28 04:11:01,인천광역시 중구 반달로5번길 3/1층 (북성동1가)
일반음식점,한식,밥앤닭,"인천광역시 중구 자연대로 28, 영종그랑블루 2층 208호 (중산동) ", ,2025-05-26,2025-05-28 04:11:01,인천광역시 중구 자연대로 28 영종그랑블루 2층 208호 (중산동)
일반음식점,호프/통닭,자담치킨(루원시티점),"인천광역시 서구 가정로 437, 308동 177호 (가정동, 루원시티 SK Leaders' VIEW) ", ,2025-05-26,2025-05-28 04:11:01,인천광역시 서구 가정로 437/308동 177호 (가정동 루원시티 SK Leaders' VIEW)
일반음식점,한식,진미함바식당,"인천광역시 연수구 비류대로 92, 1층 (옥련동) ", ,2025-05-23,2025-05-25 04:11:32,인천광역시 연수구 비류대로 92/1층 (옥련동)
일반음식점,한식,현주부페식당,"인천광역시 서구 대곡로123번길 4, 2,3,4호 (대곡동) ", ,2025-05-23,2025-05-25 04:11:24,인천광역시 서구 대곡로123번길 4/2/3/4호 (대곡동)
일반음식점,한식,정담국밥,"인천광역시 서구 고산로40번길 7, 더 다라다 프라자 102호 (원당동) ", ,2025-05-23,2025-05-25 04:11:24,인천광역시 서구 고산로40번길 7 더 다라다 프라자 102호 (원당동)
일반음식점,한식,봉백당,"인천광역시 서구 심곡로100번길 17-5, 2층 (심곡동) ", ,2025-05-23,2025-05-25 04:11:24,인천광역시 서구 심곡로100번길 17-5/2층 (심곡동)
일반음식점,한식,국수&김치,"인천광역시 서구 승학로 284, 1층 일부호 (연희동) ", ,2025-05-23,2025-05-25 04:11:24,인천광역시 서구 승학로 284/1층 (연희동)
일반음식점,경양식,봉천생면파스타 부평구청점,"인천광역시 부평구 길주남로 25-4, 1층 일부 (부평동) ", ,2025-05-23,2025-05-25 04:11:15,인천광역시 부평구 길주남로 25-4/1층 (부평동)
일반음식점,"외국음식전문점(인도,태국등)",베트남식당,"인천광역시 부평구 배곶북로 19, 1층 일부 (십정동) ", ,2025-05-23,2025-05-25 04:11:15,인천광역시 부평구 배곶북로 19/1층 (십정동)
일반음식점,한식,온육집부평점,"인천광역시 부평구 장제로 214, 1층 일부 (부평동) ", ,2025-05-23,2025-05-25 04:11:15,인천광역시 부평구 장제로 214/1층 (부평동)
일반음식점,기타,반올림피자 영종을왕점,"인천광역시 중구 용유서로 443, 1층 103호 (을왕동) ",032-751-7510 ,2025-05-23,2025-06-13 04:12:11,인천광역시 중구 용유서로 443/1층 103호 (을왕동)
일반음식점,분식,떡볶이구독,"인천광역시 미추홀구 경인로305번길 17, 1층 우측호 (도화동) ", ,2025-05-23,2025-05-25 04:11:07,인천광역시 미추홀구 경인로305번길 17/1층 우측호 (도화동)
일반음식점,한식,홍선,"인천광역시 남동구 예술로140번길 35, 1층 108호 (구월동) ", ,2025-05-23,2025-05-25 04:10:58,인천광역시 남동구 예술로140번길 35/1층 108호 (구월동)
일반음식점,호프/통닭,세인트비어,"인천광역시 연수구 청량로 106, 지하1층 (옥련동) ", ,2025-05-22,2025-05-24 04:11:32,인천광역시 연수구 청량로 106 지하1층 (옥련동)
일반음식점,일식,명성,"인천광역시 연수구 한나루로 137, 지상1층 (옥련동) ", ,2025-05-22,2025-05-24 04:11:32,인천광역시 연수구 한나루로 137 지상1층 (옥련동)
일반음식점,한식,짜글이미식회,"인천광역시 서구 가남로291번길 6, 1층 일부호 (석남동) ", ,2025-05-22,2025-05-24 04:11:22,인천광역시 서구 가남로291번길 6/1층 (석남동)
일반음식점,기타,청년피자 인천논현점,"인천광역시 남동구 논고개로136번길 5-15, 101호 (논현동) ", ,2025-05-22,2025-05-24 04:11:10,인천광역시 남동구 논고개로136번길 5-15/101호 (논현동)
일반음식점,한식,월미도조개장인 본점,"인천광역시 중구 월미문화로 23-2, 1,2층 (북성동1가) ", ,2025-05-22,2025-05-24 04:10:53,인천광역시 중구 월미문화로 23-2/1/2층 (북성동1가)
일반음식점,기타,인천유선,"인천광역시 중구 축항대로 142, 반가워호 (항동7가) ", ,2025-05-22,2025-05-24 04:10:53,인천광역시 중구 축항대로 142 반가워호 (항동7가)
일반음식점,한식,광명식당,"인천광역시 미추홀구 인하로164번길 3, 1층 102호 (용현동) ", ,2025-05-21,2025-05-23 04:11:31,인천광역시 미추홀구 인하로164번길 3/1층 102호 (용현동)
일반음식점,한식,목연반점,"인천광역시 부평구 광장로 16, 부평민자역사 본건물 나호 지하1층 52호,53호 (부평동) ", ,2025-05-21,2025-05-23 04:11:28,인천광역시 부평구 광장로 16 부평민자역사 본건물 나호 지하1층 52호/53호 (부평동)
일반음식점,한식,수암골 쪽갈비마을 검단사거리역점,"인천광역시 서구 완정로178번안길 4-1, 1층 일부호 (마전동) ", ,2025-05-21,2025-05-29 04:12:30,인천광역시 서구 완정로178번안길 4-1/1층 (마전동)
일반음식점,기타,카페 영종스카이,"인천광역시 중구 하늘별빛로65번길 7-9, 2층 206-1호 (중산동) ",032-751-8975 ,2025-05-21,2025-05-23 04:11:11,인천광역시 중구 하늘별빛로65번길 7-9/2층 206-1호 (중산동)
일반음식점,한식,면식당 인천구월점,"인천광역시 남동구 미래로 6, 1층 104호 (구월동) ", ,2025-05-21,2025-05-23 04:10:55,인천광역시 남동구 미래로 6/1층 104호 (구월동)
일반음식점,한식,완식당,"인천광역시 남동구 장아산로190번길 30, 상가동 101호 (서창동, 다다주택) ", ,2025-05-21,2025-05-23 04:10:55,인천광역시 남동구 장아산로190번길 30 상가동 101호 (서창동 다다주택)
일반음식점,분식,호로록짭짭,"인천광역시 남동구 서판로 20, 102호 (만수동) ", ,2025-05-21,2025-05-23 04:10:55,인천광역시 남동구 서판로 20/102호 (만수동)
일반음식점,호프/통닭,띠꾼이네 흙마늘닭강정,"인천광역시 남동구 호구포로790번길 41-19, 1층 일부호 (구월동) ", ,2025-05-21,2025-05-23 04:10:55,인천광역시 남동구 호구포로790번길 41-19/1층 (구월동)
일반음식점,경양식,놉스(Nops)송도점,"인천광역시 연수구 송도과학로16번길 33-1, 송도 트리플스트리트 A동 지상4층 일부호 (송도동) ",02-597-4030 ,2025-05-21,2025-05-23 04:10:54,인천광역시 연수구 송도과학로16번길 33-1 송도 트리플스트리트 A동 지상4층 (송도동)
일반음식점,식육(숯불구이),비원,"인천광역시 연수구 인천타워대로180번길 11, A동 지상3층 301호,302호,303호,304호 (송도동, 더샵송도센트럴파크Ⅲ) ", ,2025-05-21,2025-05-23 04:10:53,인천광역시 연수구 인천타워대로180번길 11 A동 지상3층 301호/302호/303호/304호 (송도동 더샵송도센트럴파크Ⅲ)
일반음식점,한식,풍물 우리식당,"인천광역시 강화군 강화읍 중앙로 17-9, 강화풍물시장 2층 2018호 ", ,2025-05-21,2025-05-23 04:10:51,인천광역시 강화군 강화읍 중앙로 17-9 강화풍물시장 2층 2018호
일반음식점,한식,오늘된장 송도점,"인천광역시 연수구 컨벤시아대로 81, 드림시티 151호 (송도동) ", ,2025-05-21,2025-05-23 04:10:46,인천광역시 연수구 컨벤시아대로 81 드림시티 151호 (송도동)
일반음식점,일식,해녀장,"인천광역시 연수구 하모니로 158, 송도타임스페이스 C-111호,C-112호 (송도동) ", ,2025-05-21,2025-05-23 04:10:46,인천광역시 연수구 하모니로 158 송도타임스페이스 C-111호 C-112호 (송도동)
일반음식점,한식,한촌설렁탕 인천송현점,"인천광역시 동구 중봉대로 100, 중앙산업빌딩 1층 일부호 (송현동) ", ,2025-05-20,2025-05-23 04:11:06,인천광역시 동구 중봉대로 100 중앙산업빌딩 1층 (송현동)
일반음식점,감성주점,레인보우,"인천광역시 연수구 센트럴로 313, 송도씨워크인테라스한라 지상4층 A402호 (송도동) ",032-832-7727 ,2025-05-20,2025-05-22 04:11:45,인천광역시 연수구 센트럴로 313 송도씨워크인테라스한라 지상4층 A402호 (송도동)
일반음식점,감성주점,파랑,"인천광역시 연수구 센트럴로 313, 송도씨워크인테라스한라 지상4층 A405호 (송도동) ",032-832-7727 ,2025-05-20,2025-05-22 04:11:45,인천광역시 연수구 센트럴로 313 송도씨워크인테라스한라 지상4층 A405호 (송도동)
일반음식점,감성주점,보라,"인천광역시 연수구 센트럴로 313, 송도씨워크인테라스한라 지상4층 A403호 (송도동) ",032-832-7737 ,2025-05-20,2025-05-22 04:11:45,인천광역시 연수구 센트럴로 313 송도씨워크인테라스한라 지상4층 A403호 (송도동)
일반음식점,경양식,BILLIE(빌리),"인천광역시 연수구 컨벤시아대로 116, 지상1층 149호 (송도동, 푸르지오월드마크) ", ,2025-05-20,2025-05-22 04:11:45,인천광역시 연수구 컨벤시아대로 116 지상1층 149호 (송도동 푸르지오월드마크)
일반음식점,기타,떡나달,"인천광역시 연수구 능허대로446번길 12, 근린생활시설동 지3층 103호 일부호 (동춘동, 서해그랑블 포레스트) ", ,2025-05-20,2025-05-22 04:11:45,인천광역시 연수구 능허대로446번길 12 근린생활시설동 지3층 103호 (동춘동 서해그랑블 포레스트)
일반음식점,식육(숯불구이),조명탄 영종점,"인천광역시 중구 하늘달빛로 90-7, 스카이에비뉴1 1층 101호 (중산동) ", ,2025-05-20,2025-05-22 04:11:45,인천광역시 중구 하늘달빛로 90-7 스카이에비뉴1 1층 101호 (중산동)
일반음식점,기타,사운즈오브선셋,"인천광역시 중구 하늘달빛로2번길 8, 씨사이드파크 카페테리아 2층 (중산동) ", ,2025-05-20,2025-05-22 04:11:45,인천광역시 중구 하늘달빛로2번길 8 씨사이드파크 카페테리아 2층 (중산동)
일반음식점,식육(숯불구이),꾸석지돌판한우 영종하늘도시점,"인천광역시 중구 하늘중앙로195번길 29, 진로프라자 1층 104,105,106,107,108호 (중산동) ",032-751-5794 ,2025-05-20,2025-06-06 04:12:10,인천광역시 중구 하늘중앙로195번길 29 진로프라자 1층 104/105/106/107/108호 (중산동)
일반음식점,한식,영종포차,"인천광역시 중구 신도시남로141번길 7, 신공항프라자 1층 107호 (운서동) ", ,2025-05-20,2025-05-22 04:11:44,인천광역시 중구 신도시남로141번길 7 신공항프라자 1층 107호 (운서동)
일반음식점,한식,본만두 인천용현점,"인천광역시 미추홀구 매소홀로 61, 1층 (용현동) ", ,2025-05-20,2025-05-22 04:11:30,인천광역시 미추홀구 매소홀로 61/1층 (용현동)
일반음식점,기타,핏제리아 디 나폴리,"인천광역시 서구 발산로 41, 정석프라자 101호 (원당동) ", ,2025-05-20,2025-05-22 04:11:19,인천광역시 서구 발산로 41 정석프라자 101호 (원당동)
일반음식점,한식,황제푸드,"인천광역시 계양구 병방시장로 40-1, 1층 일부호 (임학동) ", ,2025-05-20,2025-05-22 04:11:08,인천광역시 계양구 병방시장로 40-1/1층 (임학동)
일반음식점,식육(숯불구이),우고집,인천광역시 계양구 오조산공원로 26 (주)골드프라자 1층 109호 (용종동) , ,2025-05-20,2025-05-22 04:11:08,인천광역시 계양구 오조산공원로 26 (주)골드프라자 1층 109호 (용종동)
일반음식점,한식,옛골 국수집,"인천광역시 서구 경명대로 449, 1층 일부호 (경서동) ", ,2025-05-20,2025-05-22 04:11:07,인천광역시 서구 경명대로 449/1층 (경서동)
일반음식점,기타,해파인스(HAPEINS),"인천광역시 부평구 원적로481번길 13-3, 주건축물제1동 1층 (부평동) ", ,2025-05-20,2025-05-22 04:10:55,인천광역시 부평구 원적로481번길 13-3 주건축물제1동 1층 (부평동)
일반음식점,한식,구름산추어탕 숭의점,"인천광역시 미추홀구 인주대로35번길 46, 숭의동 근린생활시설 1층 2(중간)호 (숭의동) ", ,2025-05-20,2025-05-22 04:10:50,인천광역시 미추홀구 인주대로35번길 46 숭의동 근린생활시설 1층 2(중간)호 (숭의동)
일반음식점,한식,송도만두 만수점,"인천광역시 남동구 만수로 65, 훈정빌딩 1층 일부호 (만수동) ", ,2025-05-19,2025-05-21 04:11:28,인천광역시 남동구 만수로 65 훈정빌딩 1층 (만수동)
일반음식점,"외국음식전문점(인도,태국등)",심채 안락관(TAM CHAY-AN LAC QUAN),"인천광역시 연수구 먼우금로251번길 50-19, 지상1층 (연수동) ", ,2025-05-19,2025-05-21 04:11:27,인천광역시 연수구 먼우금로251번길 50-19 지상1층 (연수동)
일반음식점,분식,병보네 김밥,"인천광역시 연수구 센트럴로 313, 송도씨워크인테라스한라 지상1층 B154호 (송도동) ", ,2025-05-19,2025-05-21 04:11:27,인천광역시 연수구 센트럴로 313 송도씨워크인테라스한라 지상1층 B154호 (송도동)
일반음식점,호프/통닭,1번지통닭,"인천광역시 부평구 충선로 176-10, 1층 일부, 민우빌딩 (부개동) ", ,2025-05-19,2025-05-21 04:10:52,인천광역시 부평구 충선로 176-10/1층 민우빌딩 (부개동)
일반음식점,한식,양은이네 인천청라점,"인천광역시 서구 청라한내로100번길 24, 쓰리엠파크2 137호,138호 (청라동) ", ,2025-05-19,2025-05-21 04:10:37,인천광역시 서구 청라한내로100번길 24 쓰리엠파크2 137호/138호 (청라동)
일반음식점,한식,대운족발,"인천광역시 서구 청라한내로 96, 하엘에스페이스 113호 (청라동) ", ,2025-05-19,2025-05-21 04:10:37,인천광역시 서구 청라한내로 96 하엘에스페이스 113호 (청라동)
일반음식점,호프/통닭,명품커피호프,"인천광역시 서구 신석로 51, 2층 일부호 (석남동) ", ,2025-05-19,2025-05-21 04:10:37,인천광역시 서구 신석로 51/2층 (석남동)
일반음식점,한식,김사부의 곱창명가,"인천광역시 서구 청라커낼로288번길 8-10, 청라 봄 빌딩 101호 (청라동) ", ,2025-05-19,2025-05-21 04:10:37,인천광역시 서구 청라커낼로288번길 8-10 청라 봄 빌딩 101호 (청라동)
일반음식점,기타,리치독,"인천광역시 남동구 서창남순환로 56, 5층 501호 일부호 (서창동) ", ,2025-05-16,2025-05-18 04:11:17,인천광역시 남동구 서창남순환로 56/5층 501호 (서창동)
일반음식점,한식,산들,"인천광역시 계양구 계양대로 169, 1층 (계산동) ", ,2025-05-16,2025-05-25 04:12:22,인천광역시 계양구 계양대로 169/1층 (계산동)
일반음식점,한식,더넉넉,"인천광역시 미추홀구 길파로35번길 71, 102호 (주안동) ", ,2025-05-16,2025-05-18 04:11:08,인천광역시 미추홀구 길파로35번길 71/102호 (주안동)
일반음식점,기타,최네집,"인천광역시 미추홀구 숙골로87번길 16, 디프라자1 101호 (도화동) ", ,2025-05-16,2025-05-18 04:11:08,인천광역시 미추홀구 숙골로87번길 16 디프라자1 101호 (도화동)
일반음식점,한식,명태덕장,"인천광역시 부평구 세월천로 139, 2층 (청천동) ", ,2025-05-16,2025-05-18 04:10:53,인천광역시 부평구 세월천로 139/2층 (청천동)
일반음식점,패밀리레스트랑,코지하우스 청라루원시티점,"인천광역시 서구 서곶로 266, 2층 (심곡동) ", ,2025-05-16,2025-05-18 04:10:51,인천광역시 서구 서곶로 266/2층 (심곡동)
일반음식점,한식,냉삼시대,"인천광역시 서구 대평로 50, 1층 일부호 (연희동) ", ,2025-05-16,2025-05-18 04:10:51,인천광역시 서구 대평로 50/1층 (연희동)
일반음식점,한식,명동더식당 영종도점,"인천광역시 중구 용유서로 442, 1층 (을왕동) ", ,2025-05-16,2025-05-18 04:10:42,인천광역시 중구 용유서로 442/1층 (을왕동)
일반음식점,식육(숯불구이),육백(肉百),"인천광역시 중구 중산로 39-54, 1층 (중산동) ", ,2025-05-16,2025-05-18 04:10:42,인천광역시 중구 중산로 39-54/1층 (중산동)
일반음식점,기타,카페 엠앤디(CAFE M&D),"인천광역시 중구 차이나타운로59번길 2, 1층 (선린동) ", ,2025-05-16,2025-05-18 04:10:42,인천광역시 중구 차이나타운로59번길 2/1층 (선린동)
일반음식점,분식,김가네 김밥,"인천광역시 미추홀구 인주대로470번길 21, 1층 2호 (주안동) ", ,2025-05-15,2025-05-17 04:12:04,인천광역시 미추홀구 인주대로470번길 21/1층 2호 (주안동)
일반음식점,중국식,칭쩐우육면,"인천광역시 중구 신도시남로142번길 11-6, 환희빌딩 108호 (운서동) ", ,2025-05-15,2025-05-17 04:11:25,인천광역시 중구 신도시남로142번길 11-6 환희빌딩 108호 (운서동)
일반음식점,호프/통닭,호민치킨,"인천광역시 중구 영종대로 118, 뉴에어포트오피스텔 제1층 103호 (운서동) ", ,2025-05-15,2025-05-17 04:11:25,인천광역시 중구 영종대로 118 뉴에어포트오피스텔 제1층 103호 (운서동)
일반음식점,기타,라운드베이글,"인천광역시 남동구 구월로 129, 대성빌딩 3층 302-2호 (간석동) ", ,2025-05-15,2025-05-17 04:11:17,인천광역시 남동구 구월로 129 대성빌딩 3층 302-2호 (간석동)
일반음식점,중국식,아이루,"인천광역시 남동구 남동대로916번길 23, 태화오피스텔 105호 (간석동) ", ,2025-05-15,2025-05-17 04:11:17,인천광역시 남동구 남동대로916번길 23 태화오피스텔 105호 (간석동)
일반음식점,한식,통큰흑염소,"인천광역시 계양구 계양대로 158-1, 1층 (계산동) ", ,2025-05-15,2025-05-17 04:10:59,인천광역시 계양구 계양대로 158-1/1층 (계산동)
일반음식점,호프/통닭,처갓집양념치킨 마전점,"인천광역시 서구 완정로 126, 상가동 103호 (마전동, 검단2차우방아이유쉘) ", ,2025-05-15,2025-05-17 04:10:56,인천광역시 서구 완정로 126 상가동 103호 (마전동 검단2차우방아이유쉘)
일반음식점,중국식,청담양꼬치,"인천광역시 서구 검단로744번1길 30, 견우프라자 1층 일부호 (불로동) ",032-567-7441 ,2025-05-15,2025-05-17 04:10:56,인천광역시 서구 검단로744번1길 30 견우프라자 1층 (불로동)
일반음식점,한식,찜해,"인천광역시 서구 거북로 117, 1층 일부호 (석남동) ", ,2025-05-15,2025-05-17 04:10:56,인천광역시 서구 거북로 117/1층 (석남동)
일반음식점,한식,만천복집흑염소 용인천리점,"경기도 용인시 처인구 이동읍 이원로 6, 1층 일부 ",031-328-0066 ,2025-05-15,2025-06-04 04:12:19,경기도 용인시 처인구 이동읍 이원로 6/1층
일반음식점,식육(숯불구이),고기後(후),"인천광역시 연수구 센트럴로 415, 힐스테이트 송도 더테라스 판매시설동 115호 (송도동) ", ,2025-05-14,2025-05-16 04:11:32,인천광역시 연수구 센트럴로 415 힐스테이트 송도 더테라스 판매시설동 115호 (송도동)
일반음식점,한식,동족의 혁명,"인천광역시 미추홀구 학익소로61번길 21-11, 1층 113호 (학익동) ", ,2025-05-14,2025-05-16 04:11:13,인천광역시 미추홀구 학익소로61번길 21-11/1층 113호 (학익동)
일반음식점,한식,오리굽방(용현점),"인천광역시 미추홀구 인하로163번길 16, 1층 일부호 (용현동) ", ,2025-05-14,2025-05-16 04:11:13,인천광역시 미추홀구 인하로163번길 16/1층 (용현동)
일반음식점,일식,"유진참치,포차.","인천광역시 서구 심곡로 17, 대준상가 1층 일부호 (심곡동) ", ,2025-05-14,2025-05-16 04:11:11,인천광역시 서구 심곡로 17 대준상가 1층 (심곡동)
일반음식점,한식,덮덮밥 서구청점,"인천광역시 서구 대평로 37, 동준빌딩 1층 일부호 (심곡동) ", ,2025-05-14,2025-05-16 04:11:11,인천광역시 서구 대평로 37 동준빌딩 1층 (심곡동)
일반음식점,한식,뉴김밥천국,"인천광역시 중구 운서2로68번길 3, 1층 105호 (운서동) ", ,2025-05-14,2025-05-16 04:11:06,인천광역시 중구 운서2로68번길 3/1층 105호 (운서동)
일반음식점,호프/통닭,새미닭강정 인천본점,"인천광역시 남동구 남동대로 880, 올리브백화점 B동 153, 165호 (간석동) ", ,2025-05-14,2025-05-16 04:10:55,인천광역시 남동구 남동대로 880 올리브백화점 B동 153/165호 (간석동)
일반음식점,한식,참숯한우천국 청라점,"인천광역시 서구 청라에메랄드로102번길 10, 청라리치아노 111호,112호,113호,114호 (청라동) ", ,2025-05-14,2025-05-16 04:10:46,인천광역시 서구 청라에메랄드로102번길 10 청라리치아노 111호/112호/113호/114호 (청라동)
일반음식점,일식,스시앤도,"인천광역시 동구 송림로99번길 8, 1층 일부호 (송림동) ", ,2025-05-14,2025-05-16 04:10:38,인천광역시 동구 송림로99번길 8/1층 (송림동)
일반음식점,기타,가성빛피자 주안점,"인천광역시 미추홀구 석정로302번길 28-1, 1층 (도화동) ", ,2025-05-13,2025-05-15 04:11:56,인천광역시 미추홀구 석정로302번길 28-1/1층 (도화동)
일반음식점,일식,미소로,"인천광역시 미추홀구 미추홀대로 661, 1층 (주안동) ", ,2025-05-13,2025-05-15 04:11:56,인천광역시 미추홀구 미추홀대로 661/1층 (주안동)
일반음식점,한식,고기듬뿍 국물두루치기 운서점,"인천광역시 중구 햇내로안길 48-8, 1층 102호 (운서동) ",032-752-9066 ,2025-05-13,2025-05-31 04:12:03,인천광역시 중구 햇내로안길 48-8/1층 102호 (운서동)
일반음식점,"외국음식전문점(인도,태국등)",퍼안,"인천광역시 연수구 센트럴로 194, A동 지상1층 134호 (송도동, 더샵 센트럴파크2) ", ,2025-05-13,2025-05-15 04:11:41,인천광역시 연수구 센트럴로 194 A동 지상1층 134호 (송도동 더샵 센트럴파크2)
일반음식점,호프/통닭,꼬치엔호프,"인천광역시 남동구 장아산로 186, 정산빌딩 1층 101호 (서창동) ", ,2025-05-13,2025-05-15 04:10:56,인천광역시 남동구 장아산로 186 정산빌딩 1층 101호 (서창동)
일반음식점,한식,소담밥상,"인천광역시 남동구 하촌서로 15, 1층 일부호 (만수동) ", ,2025-05-13,2025-05-15 04:10:56,인천광역시 남동구 하촌서로 15/1층 (만수동)
일반음식점,한식,백돈 간석점,"인천광역시 남동구 백범로 412, 1층 101호 (간석동) ", ,2025-05-13,2025-05-15 04:10:56,인천광역시 남동구 백범로 412/1층 101호 (간석동)
일반음식점,한식,모두의 한끼,"인천광역시 서구 거북로 117, 1층 일부호 (석남동) ", ,2025-05-13,2025-05-15 04:10:46,인천광역시 서구 거북로 117/1층 (석남동)
일반음식점,분식,정원김밥 순대국집,"인천광역시 서구 청마로 145, 대주피오레아파트 상가 104호 (당하동) ",032-561-0406 ,2025-05-13,2025-05-28 04:12:03,인천광역시 서구 청마로 145 대주피오레아파트 상가 104호 (당하동)
일반음식점,기타,롱스펍,"인천광역시 남동구 문화서로28번길 8, 1층 일부(우측)호 (구월동) ", ,2025-05-12,2025-05-14 04:11:25,인천광역시 남동구 문화서로28번길 8/1층 (우측)호 (구월동)
일반음식점,기타,굿데이 커피,"인천광역시 남동구 선수촌공원로 27, 1층 101호 (구월동) ", ,2025-05-12,2025-05-14 04:11:25,인천광역시 남동구 선수촌공원로 27/1층 101호 (구월동)
일반음식점,분식,진심떡볶이,"인천광역시 미추홀구 학익로80번길 11, 361동 1층 C-103호 (학익동, 시티오씨엘 3단지) ", ,2025-05-12,2025-05-14 04:11:22,인천광역시 미추홀구 학익로80번길 11/361동 1층 C-103호 (학익동 시티오씨엘 3단지)
일반음식점,한식,매일만나면,"인천광역시 중구 영종대로162번길 20, 1층 105,106호 (운서동) ", ,2025-05-12,2025-05-14 04:11:22,인천광역시 중구 영종대로162번길 20/1층 105/106호 (운서동)
일반음식점,분식,바비조아,"인천광역시 서구 원당대로 966, 1층 174호 (당하동, 금강펜테리움더시글로1차) ", ,2025-05-12,2025-05-14 04:11:13,인천광역시 서구 원당대로 966/1층 174호 (당하동 금강펜테리움더시글로1차)
일반음식점,뷔페식,봄봄 한식뷔페,"인천광역시 연수구 송도미래로11번길 27, 스마트스퀘어 A동 A303,A304,A305호 (송도동) ", ,2025-05-12,2025-05-14 04:11:09,인천광역시 연수구 송도미래로11번길 27 스마트스퀘어 A동 A303 A304 A305호 (송도동)
일반음식점,한식,뫼골칼국수,"인천광역시 부평구 산청로 60, 부평캐슬&더샵퍼스트 상가2동 1층 107호 (산곡동) ", ,2025-05-12,2025-05-14 04:11:09,인천광역시 부평구 산청로 60 부평캐슬&더샵퍼스트 상가2동 1층 107호 (산곡동)
일반음식점,한식,부평실비소국밥,"인천광역시 부평구 시장로 81, 1층 (부평동) ", ,2025-05-12,2025-05-14 04:11:09,인천광역시 부평구 시장로 81/1층 (부평동)
일반음식점,한식,한창희천하일면 부평시장점,"인천광역시 부평구 부흥로294번길 4, 추인타워 1층 102호 (부평동) ", ,2025-05-12,2025-05-14 04:11:09,인천광역시 부평구 부흥로294번길 4 추인타워 1층 102호 (부평동)
일반음식점,분식,도담분식,"인천광역시 연수구 인천타워대로180번길 11, A동 111호 (송도동, 더샵송도센트럴파크Ⅲ) ", ,2025-05-12,2025-05-14 04:11:02,인천광역시 연수구 인천타워대로180번길 11 A동 111호 (송도동 더샵송도센트럴파크Ⅲ)
일반음식점,기타,옹진식당,"인천광역시 중구 서해대로449번길 51, 1층 (신흥동1가) ", ,2025-05-12,2025-05-14 04:10:51,인천광역시 중구 서해대로449번길 51/1층 (신흥동1가)
일반음식점,분식,앤스키친,"인천광역시 중구 큰말로 69, 1층 101.102호 (운남동) ", ,2025-05-12,2025-05-14 04:10:51,인천광역시 중구 큰말로 69/1층 101.102호 (운남동)
일반음식점,한식,전라도밥상,"인천광역시 계양구 주부토로514번길 4, 1층 일부호 (계산동) ", ,2025-05-12,2025-05-14 04:10:35,인천광역시 계양구 주부토로514번길 4/1층 (계산동)
일반음식점,한식,한식구들,"인천광역시 계양구 주부토로 461, 1층 일부호 (작전동) ", ,2025-05-12,2025-05-14 04:10:35,인천광역시 계양구 주부토로 461/1층 (작전동)
일반음식점,경양식,인브스 키친,"인천광역시 연수구 센트럴로 160, 판매시설동 지상1층 128,129호 (송도동, 송도센트럴파크푸르지오) ", ,2025-05-09,2025-05-11 04:11:19,인천광역시 연수구 센트럴로 160 판매시설동 지상1층 128/129호 (송도동 송도센트럴파크푸르지오)
일반음식점,기타,VAULT(볼트),"인천광역시 중구 흰바위로 45, 가나베스트텔2 207호 (운서동) ", ,2025-05-09,2025-05-11 04:11:08,인천광역시 중구 흰바위로 45 가나베스트텔2 207호 (운서동)
일반음식점,한식,소담순대국,"인천광역시 중구 햇내로14번길 9, 더예스아틀라스 1층 113,114호 (운서동) ",032-746-6660 ,2025-05-09,2025-05-23 04:11:58,인천광역시 중구 햇내로14번길 9 더예스아틀라스 1층 113/114호 (운서동)
일반음식점,한식,고여금 감자탕,"인천광역시 남동구 담방로48번길 13-9, 1층 (만수동) ", ,2025-05-09,2025-05-11 04:11:03,인천광역시 남동구 담방로48번길 13-9/1층 (만수동)
일반음식점,한식,꼭두새벽2,"인천광역시 계양구 효서로 204, 1층 일부호 (효성동) ", ,2025-05-09,2025-05-11 04:11:02,인천광역시 계양구 효서로 204/1층 (효성동)
일반음식점,한식,바른,"인천광역시 미추홀구 한나루로586번길 62, 1층 코너호 (도화동) ", ,2025-05-09,2025-05-11 04:11:01,인천광역시 미추홀구 한나루로586번길 62/1층 호 (도화동)
일반음식점,식육(숯불구이),돈마루식당,"인천광역시 부평구 평천로 363-1, 1층 일부 (갈산동) ", ,2025-05-09,2025-05-11 04:11:01,인천광역시 부평구 평천로 363-1/1층 (갈산동)
일반음식점,한식,황해족발,"인천광역시 미추홀구 제일로27번길 3-2, 1층 (도화동) ", ,2025-05-08,2025-05-10 04:11:41,인천광역시 미추홀구 제일로27번길 3-2/1층 (도화동)
